Year,Month,F.L(cm),B.W(g),Mat.
2008,7,29.8,423.9,1
2008,7,31.8,413.7,1
2008,7,29.6,379.5,1
2008,8,36.5,673.1,1
2008,8,38.3,818.1,1
2008,8,34,559.7,1
2008,8,33.5,568.8,1
2008,8,33.2,466.5,1
2008,8,35.4,596.9,1
2008,8,34.4,593.2,1
2008,8,33.6,536.2,1
2008,8,33.6,512.4,1
2008,8,33.6,553.3,1
2008,8,33.5,517.7,1
2008,8,35.1,596.1,1
2008,8,33,505.1,1
2008,8,32.7,521.5,1
2008,8,32.9,501.7,1
2008,8,34.5,621.7,1
2008,8,31,409.6,1
2008,8,30.3,356.9,1
2008,8,31.2,380.6,1
2008,8,31,398.7,1
2008,8,30.1,364.9,1
2008,8,31.5,394.6,1
2008,8,31.4,424.1,1
2008,8,31.4,438.9,1
2008,8,29.8,343.7,1
2008,8,21.1,110.7,1
2008,8,25.5,201,1
2008,8,21.7,123.8,1
2008,8,23.8,134.4,1
2008,8,20.7,102.5,1
2008,8,23.9,164.4,1
2008,8,27.1,252.9,1
2008,8,25.1,138.5,1
2008,8,28.7,291.3,1
2008,8,21.9,125,1
2008,8,25.9,209.4,1
2008,8,23.4,138.4,1
2008,8,25.1,193.3,1
2008,8,23.4,150.6,1
2008,8,26.8,249.8,1
2008,8,24,150.8,1
2008,9,32.2,469.2,1
2008,9,36.4,685.7,1
2008,9,33.6,522.5,1
2008,9,34.1,530.1,1
2008,9,33.3,535.9,1
2008,9,34.1,515.1,1
2008,9,35.6,633.3,1
2008,9,36,699.9,1
2008,9,34,558.2,1
2008,9,34.8,610.2,1
2008,9,33.5,547.1,1
2008,9,34.6,577.8,1
2008,9,34,535.9,1
2008,9,34.6,622.8,1
2008,9,32.6,486.7,1
2008,9,33.2,509.7,1
2008,9,33.3,482.3,1
2008,9,33.3,504.3,1
2008,9,34.3,532.8,1
2008,9,32.9,476.1,1
2008,9,32.8,486.8,1
2008,9,32.2,476.7,1
2008,9,32.2,480.9,1
2008,9,30.9,391,1
2008,9,31,408.9,1
2008,9,29.8,342.6,1
2008,9,32.9,532.5,1
2008,9,32.3,419.1,1
2008,9,32.5,474.3,1
2008,9,31.5,439.5,1
2008,9,32.2,422.2,1
2008,9,32.7,456.6,1
2008,9,32,469.3,1
2008,9,30.3,372.6,1
2008,9,32.3,505.9,1
2008,9,27.7,294.1,1
2008,9,26.6,235.7,1
2008,9,25.9,241.6,1
2008,9,25.5,228,1
2008,9,26.7,236.8,1
2008,9,27.2,263.6,1
2008,9,24.9,202.7,1
2008,9,26.9,242.4,1
2008,9,27.2,255.9,1
2008,9,28.1,309.3,1
2008,9,24.5,198.6,1
2008,9,26,218.2,1
2008,9,28.2,278.1,1
2008,9,26.3,217,1
2008,9,27.8,268.8,1
2008,9,25.1,205.9,1
2008,9,25.6,208.5,1
2008,9,24.9,204.7,1
2008,9,26.5,234.9,1
2008,9,26.6,249.7,1
2008,10,33.5,519.8,1
2008,10,30.9,481.5,1
2008,10,32,495.3,1
2008,10,32.3,497.8,1
2008,10,31.7,517.3,1
2008,10,32.5,521.1,1
2008,10,33.4,549.9,1
2008,10,32.8,570.2,1
2008,10,32.8,532.3,1
2008,10,32.6,513.4,1
2008,10,33.1,525.2,1
2008,10,31.8,505.1,1
2008,10,32.1,514.1,1
2008,10,31.6,482.1,1
2008,10,31.8,420.6,1
2008,10,31.7,457.8,1
2008,10,32.4,469.9,1
2008,10,30.2,462.3,1
2008,10,31.1,436.8,1
2008,10,30.9,402,1
2008,10,31.1,461.4,1
2008,10,31.1,404.2,1
2008,10,26.3,228.9,1
2008,10,25.1,190.5,1
2008,10,24.7,181.6,1
2008,10,24.8,178.9,1
2008,10,25.6,205.5,1
2008,10,25.2,203.9,1
2008,10,25.9,215.2,1
2008,10,25.4,193.2,1
2008,10,25.6,216.2,1
2008,10,24.6,180.6,1
2008,10,25.6,215.3,1
2008,10,25.3,189.8,1
2008,10,25,205.2,1
2008,10,25.3,203.4,1
2008,10,25.7,218.2,1
2008,11,33.7,638,1
2008,11,34.7,606.1,1
2008,11,32.9,508.8,1
2008,11,34,529.3,1
2008,11,34.6,515.4,1
2008,11,32.7,497.7,1
2008,11,35.1,597,1
2008,11,34.6,604.1,1
2008,11,34.1,541.7,1
2008,11,33,488.1,1
2008,11,34.2,613.7,1
2008,11,32.3,565.3,1
2008,11,33.4,499.5,1
2008,11,35.4,582,1
2008,11,32.4,494.1,1
2008,11,34.7,582.7,1
2008,11,32.7,501.5,1
2008,11,34.1,548.3,1
2008,11,28.8,265.8,1
2008,11,29.2,306,1
2008,11,28.3,299.8,1
2008,11,26,215.5,1
2008,11,31,358.3,1
2008,11,28.6,262.2,1
2008,11,26.8,252.3,1
2008,11,31,372.5,1
2008,11,28.5,281.1,1
2008,11,27.9,272.4,1
2008,11,28.6,303.2,1
2008,11,26.6,237.4,1
2008,11,29.3,322.3,1
2008,11,28.5,250.5,1
2008,11,24.6,168.5,1
2008,11,28.3,252.4,1
2008,11,26.9,220,1
2008,11,26.2,212.9,1
2008,11,27.4,218.4,1
2008,11,25.8,185.4,1
2008,11,25.4,132.1,1
2008,11,25.7,180,1
2008,11,26.7,208,1
2008,11,25.2,180.8,1
2008,11,24.6,156.3,1
2008,11,24.4,171.8,1
2008,11,26.4,218,1
2008,11,24.1,149.1,1
2008,11,25.8,183.8,1
2008,11,26.2,192.1,1
2008,11,23.9,140.5,1
2008,11,24.2,148.5,1
2008,11,25.5,170.5,1
2008,11,32.7,535.4,1
2008,11,33.1,522.7,1
2008,11,36.5,645,1
2008,11,36.4,666.6,1
2008,11,32.9,509.3,1
2008,11,33.5,558.3,1
2008,11,33,507.4,1
2008,11,35.1,577.7,1
2008,11,36,680.8,1
2008,11,33.6,510,1
2008,11,32.2,487.5,1
2008,11,32.9,523.7,1
2008,11,35,586.7,1
2008,11,34.1,547.2,1
2008,11,36,615.9,1
2008,11,34.1,530,1
2008,11,34.1,542.8,1
2008,11,34.8,567.2,1
2008,11,36.7,700.5,1
2008,11,34.2,550.2,1
2008,11,33.8,544.4,1
2008,11,34.2,546.8,1
2008,11,33.5,558.8,1
2008,11,33.5,494.9,1
2008,11,34.4,557.8,1
2008,11,35.6,603.5,1
2008,11,34,498.1,1
2008,11,33.6,484.6,1
2008,11,33.1,445,1
2008,11,30.7,397.4,1
2008,11,31,406.5,1
2008,11,31.6,450.2,1
2008,11,34.3,495.7,1
2008,11,33.2,463.7,1
2008,11,30.4,402.1,1
2008,11,30.2,335.1,1
2008,11,32.1,462.3,1
2008,11,33.3,476.1,1
2008,11,30.5,368.1,1
2008,11,29.7,371.1,1
2008,11,30.9,401.6,1
2008,11,33.5,488.4,1
2008,11,32.1,480.3,1
2008,11,32.2,434.4,1
2008,11,33.5,472.2,1
2008,11,31.6,384.6,1
2008,11,33.5,483.7,1
2008,11,32.2,456.3,1
2008,11,31.9,472.8,1
2008,11,32.4,452.6,1
2008,11,31.2,434.5,1
2008,11,32.3,464.1,1
2008,11,32.8,422.1,1
2008,11,32.9,452.7,1
2008,11,32.9,454.7,1
2008,11,31.9,462.4,1
2008,11,32.2,460.4,1
2008,11,28,260.2,1
2008,11,27.5,246.2,1
2008,11,26.2,237.2,1
2008,11,28.1,273.4,1
2008,11,28.9,267.1,1
2008,11,26.9,245.2,1
2008,11,28.3,272.8,1
2008,11,27.9,261.9,1
2008,11,27.9,260.5,1
2008,11,28.1,289,1
2008,11,27.4,246,1
2008,11,27.7,259.1,1
2008,11,27.3,234.8,1
2008,11,27,255.1,1
2008,11,26,219.6,1
2008,11,27.8,282,1
2008,11,27.6,258.8,1
2008,11,27.7,240.5,1
2008,11,28.5,298.7,1
2008,11,27.2,234.7,1
2008,11,29.4,300,1
2008,11,27,278.7,1
2009,1,30.5,339,1
2009,1,32.2,419,1
2009,1,33.2,467.5,1
2009,1,31.7,402.6,1
2009,1,31,391.7,1
2009,1,34.4,488,1
2009,1,33.4,451,1
2009,1,31.5,396.7,1
2009,1,30.6,376.1,1
2009,1,32.9,456.9,1
2009,1,31.9,451.4,1
2009,1,33.6,497.4,1
2009,1,31.1,408,1
2009,1,31.2,393,1
2009,1,31.2,363.2,1
2009,1,32.5,428.9,1
2009,1,32.2,382,1
2009,1,33.4,517,1
2009,1,31.6,409.1,1
2009,1,31.7,376.3,1
2009,1,34.8,516,1
2009,1,33,489.2,1
2009,1,34.1,518.3,1
2009,1,33.6,485.8,1
2009,1,32.3,449.7,1
2009,1,33.4,557.5,1
2009,1,33.1,438.1,1
2009,1,35.1,606.1,1
2009,1,34.1,526.4,1
2009,1,32,461.4,1
2009,1,33.1,452.4,1
2009,1,33.4,469.8,1
2009,1,33.1,482.5,1
2009,1,34.1,587.9,1
2009,1,29.4,303.1,1
2009,1,30.9,363.4,1
2009,1,29,291.4,1
2009,1,30.8,355.5,1
2009,1,28.3,251.9,1
2009,1,29.9,305.2,1
2009,1,28.9,266.6,1
2009,1,29,297.7,1
2009,1,29.5,311.7,1
2009,1,28.8,298.5,1
2009,1,31.2,360.1,1
2009,1,28.2,284.5,1
2009,1,27.9,271.9,1
2009,1,31,376.8,1
2009,1,27.7,256.5,1
2009,1,30.1,330.7,1
2009,1,29.2,305,1
2009,1,32.4,410.2,1
2009,1,30.7,355.6,1
2009,1,29.7,301.1,1
2009,1,30.5,394,1
2009,1,27.6,235.9,1
2009,1,25.8,180.2,1
2009,1,25.5,187.6,1
2009,1,24.4,152.3,1
2009,1,25.9,200.7,1
2009,1,26.7,234.6,1
2009,1,26.9,238.9,1
2009,1,26,202.3,1
2009,1,26,210.9,1
2009,1,27.9,236,1
2009,1,26.5,207.5,1
2009,1,26.8,223.7,1
2009,1,26.9,234.9,1
2009,2,34.3,498.9,1
2009,2,34,468.4,1
2009,2,34.1,482.6,1
2009,2,32.1,429,1
2009,2,32.2,450.9,1
2009,2,35.8,503.5,1
2009,2,34.8,506.5,1
2009,2,34.8,526.7,1
2009,2,35.5,515.5,1
2009,2,34.7,477.7,1
2009,2,33.5,460.3,1
2009,2,35.6,520,1
2009,2,35.7,575.6,1
2009,2,34.2,598.2,1
2009,2,34.6,469.6,1
2009,2,37.2,653.7,1
2009,2,35.3,510.5,1
2009,2,35.2,491.3,1
2009,2,35.4,499.2,1
2009,2,34.3,481.8,1
2009,2,34.1,422.3,1
2009,2,34.1,442.5,1
2009,2,30.6,328.6,1
2009,2,32,391.2,1
2009,2,33,418.9,1
2009,2,31.2,375.7,1
2009,2,31.2,351.7,1
2009,2,30.1,324.7,1
2009,2,30.7,333.6,1
2009,2,32.2,386.2,1
2009,2,31.5,398.8,1
2009,2,31.9,395.2,1
2009,2,31.6,396.5,1
2009,2,31.9,374.7,1
2009,2,31.2,367,1
2009,2,29.8,345.4,1
2009,2,32.2,331.6,1
2009,2,33,414,1
2009,2,29.5,314.9,1
2009,2,29.7,328.3,1
2009,2,26.8,223.4,1
2009,2,27.6,219.3,1
2009,2,28,242.4,1
2009,2,28.5,247.2,1
2009,2,26,182.1,1
2009,2,27.5,247.4,1
2009,2,26.5,177,1
2009,2,27,238.2,1
2009,2,25.2,186.4,1
2009,2,27,212.3,1
2009,2,25.8,195.2,1
2009,2,27.2,197.5,1
2009,2,24.6,151,1
2009,2,26.8,211.8,1
2009,2,28.2,241,1
2009,2,27.2,219.3,1
2009,2,25.4,160.6,1
2009,2,26,174.8,1
2009,2,26,204.8,1
2009,2,27.6,221.8,1
2009,2,27,209.7,1
2009,2,27.4,222.8,1
2009,2,27.2,244.2,1
2009,2,27.2,240.3,1
2009,2,25.4,170.1,1
2009,2,26.5,179.2,1
2009,2,27.1,210,1
2009,2,26.5,214.5,1
2009,3,34,496.2,1
2009,3,34.3,481,1
2009,3,34.1,440.6,1
2009,3,35.5,544.5,1
2009,3,33.7,537.7,1
2009,3,33.4,457,1
2009,3,31.8,409.3,1
2009,3,30.7,333.3,1
2009,3,31,353.8,1
2009,3,29.6,304.4,1
2009,3,31.4,358.9,1
2009,3,29,271.4,1
2009,3,31.6,386.8,1
2009,3,32.8,426.9,1
2009,3,30.1,314.6,1
2009,3,33.5,454.3,1
2009,3,29.8,348.2,1
2009,3,28.7,279.5,1
2009,3,27.4,229.9,1
2009,3,30.4,306.7,1
2009,3,27.1,219.1,1
2009,3,27.2,210.8,1
2009,3,27.3,228.4,1
2009,3,27.9,227.6,1
2009,3,26.5,209.9,1
2009,3,23.7,145.9,1
2009,3,26.2,198.9,1
2009,3,23.2,162.1,1
2009,3,25.8,180,1
2009,3,25,177.6,1
2009,3,29.5,290.1,1
2009,3,25.4,172.6,1
2009,3,26.2,206,1
2009,3,26.4,191.4,1
2009,3,29,290.4,1
2009,3,26.4,189.1,1
2009,3,26,195.1,1
2009,3,25.7,170.6,1
2009,3,24.9,170.7,1
2009,3,25.5,177.1,1
2009,3,25.4,171.2,1
2009,3,25.3,154.7,1
2009,3,24.1,147.2,1
2009,3,25.4,186,1
2009,3,25.8,182.5,1
2009,3,25,163.9,1
2009,4,35,558.7,1
2009,4,33.5,507.2,1
2009,4,33.2,504.3,1
2009,4,29.7,338.3,1
2009,4,33.2,470,1
2009,4,31.3,408.7,1
2009,4,32,406,1
2009,4,27.4,229.9,1
2009,4,27,207.8,1
2009,4,26.2,192.4,1
2009,4,26.5,210.4,1
2009,4,26.1,223,1
2009,4,26.7,202,1
2009,4,26.9,231.7,1
2009,4,27.9,241.8,1
2009,4,26.9,226.8,1
2009,4,25.6,181.9,1
2009,4,29,275.9,1
2009,4,26.8,211.1,1
2009,5,24.5,181.1,1
2009,5,25.7,204.5,1
2009,5,24.4,159.2,1
2009,5,24.3,175.1,1
2009,5,24.1,162.9,1
2009,5,25.3,195.5,1
2009,5,25,186.5,1
2009,5,23.5,168.7,1
2009,5,24.9,185.3,1
2009,5,25,191.7,1
2009,5,25,200.25,1
2009,5,25.5,203.6,1
2009,5,25.5,200.7,1
2009,5,24.4,168.5,1
2009,6,32.2,542.4,1
2009,6,32.4,555.4,1
2009,6,32.5,472.3,1
2009,6,32,492.8,1
2009,6,32.8,495.5,1
2009,6,32.2,513.7,1
2009,6,30.6,448.1,1
2009,6,27.8,298.1,1
2009,6,28.3,320.5,1
2009,6,26,232.6,1
2009,6,26.8,277.3,1
2009,6,27.3,255.9,1
2009,6,26.3,240.8,1
2009,6,27.2,270.7,1
2009,6,27.8,289.5,1
2009,6,27.8,301.5,1
2009,6,28.3,315.5,1
2009,6,27.3,286.2,1
2009,6,26.5,267,1
2009,6,26.8,256.2,1
2009,6,31.9,496.7,1
2009,6,31.8,493.9,1
2009,6,31.1,477.6,1
2009,6,32,538.1,1
2009,6,33.1,522.1,1
2009,6,31.1,518,1
2009,6,32.2,554.7,1
2009,6,32.5,491.1,1
2009,6,32.7,493.1,1
2009,6,32.3,496.7,1
2009,6,32.3,508.3,1
2009,6,33,539.6,1
2009,7,32.2,514.2,1
2009,7,37.2,712,1
2009,7,40,611.3,1
2009,7,36.4,687,1
2009,7,34.1,523.2,1
2009,7,35,609.7,1
2009,7,31.7,484.8,1
2009,7,32.1,509.4,1
2009,7,32.5,474.8,1
2009,7,31.6,429.5,1
2009,7,32.4,487.3,1
2009,7,35,617.8,1
2009,7,31.5,404.8,1
2009,7,32.7,481.5,1
2009,7,31.7,463.2,1
2009,7,31.5,409.1,1
2009,7,34.2,509.6,1
2009,7,34.5,561.2,1
2009,7,30.3,355.6,1
2009,7,33.9,488.9,1
2009,7,33.2,530.4,1
2009,7,35.4,634.4,1
2009,7,33.7,510.2,1
2009,7,34.6,590.3,1
2009,7,30.2,359.4,1
2009,7,32.9,481,1
2009,7,32.2,421,1
2009,7,32.8,521.5,1
2009,7,29.5,331.8,1
2009,7,30.6,359.9,1
2009,7,29.6,340.3,1
2009,7,29.7,338.6,1
2009,7,31,378.7,1
2009,7,30.8,346.9,1
2009,7,30.4,352.2,1
2009,7,30.8,412.4,1
2009,7,29.6,323.5,1
2009,8,35,623.3,1
2009,8,34.2,622.1,1
2009,8,36.3,629,1
2009,8,35.9,635.7,1
2009,8,35.9,683.3,1
2009,8,35.3,635.8,1
2009,8,36.5,755,1
2009,8,35.1,647.9,1
2009,8,36.2,726.8,1
2009,8,30.8,442.5,1
2009,8,32.2,456.2,1
2009,8,31.9,460.7,1
2009,8,33.2,666.5,1
2009,8,30.2,443.3,1
2009,8,34.1,554.5,1
2009,8,33,536.3,1
2009,8,33.8,512.1,1
2009,8,34.7,602.5,1
2009,8,35.1,623.9,1
2009,8,34.7,610.5,1
2009,8,33,512.3,1
2009,8,33.3,506.3,1
2009,8,31.5,457.3,1
2009,8,32.6,440.2,1
2009,8,30.7,358,1
2009,8,31.1,374.8,1
2009,8,29.3,333.9,1
2009,8,32,449.3,1
2009,8,31.5,407.5,1
2009,8,29.9,408,1
2009,8,31.3,433.2,1
2009,8,30.5,438.8,1
2009,8,31.5,465.6,1
2009,8,30.1,380.1,1
2009,8,31.2,424.1,1
2009,8,31.5,436.4,1
2009,8,28.8,399.9,1
2009,8,31.7,454.3,1
2009,8,32.1,442.2,1
2009,8,30.7,444.9,1
2009,8,30.2,424,1
2009,8,29.9,391.6,1
2009,8,29.9,375.3,1
2009,8,31,445.8,1
2009,8,26,222.5,1
2009,8,25.3,226.6,1
2009,8,25.9,214.3,1
2009,8,25.9,221.3,1
2009,8,25,201.8,1
2009,8,25.3,206.6,1
2009,8,24.1,189,1
2009,8,24.8,216.3,1
2009,8,24.9,203.1,1
2009,8,25.1,212,1
2009,8,26,224.7,1
2009,8,26,240.6,1
2009,8,26.1,236.9,1
2009,8,25.7,226.8,1
2009,8,24.7,197.2,1
2009,8,25.3,217.3,1
2009,8,25.5,203.7,1
2009,8,25.9,236.8,1
2009,8,24.8,198.3,1
2009,8,24.9,207.9,1
2009,8,24.8,214.9,1
2009,8,25,193.6,1
2009,8,26,246.6,1
2009,8,31.9,449.9,1
2009,8,33.1,481,1
2009,8,31.2,443.8,1
2009,8,32.2,447.3,1
2009,8,33.6,520.3,1
2009,8,32.7,467.2,1
2009,8,32.4,460.3,1
2009,8,33.5,462.1,1
2009,8,32.1,472.6,1
2009,8,31.7,466.5,1
2009,8,32.8,504.6,1
2009,8,32,498.1,1
2009,8,32.4,485.6,1
2009,8,31.6,460.5,1
2009,8,32.4,476.3,1
2009,8,32.6,470.3,1
2009,8,34.5,545.8,1
2009,8,31.8,468.7,1
2009,8,31.9,454,1
2009,8,35,554.2,1
2009,8,31.2,444.7,1
2009,8,32.5,486,1
2009,8,33,475.8,1
2009,8,35.3,604.2,1
2009,8,33.9,515.4,1
2009,8,31.9,469.4,1
2009,8,33.8,531.4,1
2009,8,31,384.9,1
2009,8,31.3,379.9,1
2009,8,29.5,344.6,1
2009,8,30.2,359,1
2009,8,29.8,344.6,1
2009,8,32,397.4,1
2009,8,27.8,380.1,1
2009,8,30.9,376.4,1
2009,8,29.9,353.2,1
2009,8,29.3,328.2,1
2009,8,30.5,364.8,1
2009,8,29,302.2,1
2009,8,28.7,306.7,1
2009,8,31.2,375.7,1
2009,8,29.6,334.5,1
2009,8,30.1,376.8,1
2009,8,29.8,331.7,1
2009,8,29.1,328,1
2009,8,32.1,434.4,1
2009,8,28.4,285.7,1
2009,8,25.9,213.8,1
2009,8,26.7,237,1
2009,8,27.6,262.3,1
2009,8,28.9,293.4,1
2009,8,27.6,266.6,1
2009,8,29.5,330.8,1
2009,8,26,227.9,1
2009,8,25.6,200.6,1
2009,8,25,193.5,1
2009,8,27.1,245.6,1
2009,8,27.1,256.3,1
2009,8,25.8,217.4,1
2009,8,26.4,240.3,1
2009,8,26.5,228.9,1
2009,8,26,222.1,1
2009,8,27.1,260.1,1
2009,8,26.4,225.7,1
2009,8,25.8,202.5,1
2009,8,24.7,188.7,1
2009,8,27.2,223.8,1
2009,8,25.8,232.7,1
2009,9,34.1,544.7,1
2009,9,35.6,601.4,1
2009,9,31.9,471.8,1
2009,9,33.1,541.6,1
2009,9,34.1,628.1,1
2009,9,34.5,571.5,1
2009,9,32.1,498.4,1
2009,9,34.4,548.1,1
2009,9,33.7,568.5,1
2009,9,32.8,489.7,1
2009,9,32.5,496.2,1
2009,9,32.9,522.7,1
2009,9,32.7,503.1,1
2009,9,33.3,523.1,1
2009,9,32.1,504.2,1
2009,9,30.9,416.2,1
2009,9,32.7,504.8,1
2009,9,31.8,481.6,1
2009,9,32.8,534.2,1
2009,9,32.8,487.3,1
2009,9,32.7,501,1
2009,9,34.5,550,1
2009,9,32.2,456.2,1
2009,9,32.6,483.4,1
2009,9,33.9,532.1,1
2009,9,33.3,501,1
2009,9,32.7,521.7,1
2009,9,33.2,514.4,1
2009,9,33.2,529,1
2009,9,30.5,418.8,1
2009,9,30.4,377.4,1
2009,9,30.3,407.5,1
2009,9,30.3,400.7,1
2009,9,30.8,394.6,1
2009,9,31.5,417.1,1
2009,9,31.1,399.9,1
2009,9,30.6,390.2,1
2009,9,29.8,375.4,1
2009,9,31.9,467.2,1
2009,9,31.8,449.2,1
2009,9,31.1,455.3,1
2009,9,31.3,418,1
2009,9,31.5,414.9,1
2009,9,32.5,438.9,1
2009,9,31.2,400.8,1
2009,9,30.8,419.8,1
2009,9,30.6,422.8,1
2009,9,32.8,453.9,1
2009,9,30.8,393.4,1
2009,9,29.7,380.1,1
2009,9,31.4,316.3,1
2009,9,31.1,402.5,1
2009,9,31.4,422.5,1
2009,9,30.4,398.4,1
2009,9,31,419.2,1
2009,9,27.7,267.7,1
2009,9,27.2,254,1
2009,9,30.5,385.3,1
2009,9,29,302.1,1
2009,9,26.5,242.7,1
2009,9,28,288.4,1
2009,9,29.6,323.5,1
2009,9,26.2,229.5,1
2009,9,28.4,291.5,1
2009,9,22.3,131.3,1
2009,9,24.6,178.7,1
2009,9,28.1,271.8,1
2009,9,26.8,261,1
2009,9,27.9,274,1
2009,9,28.7,319.5,1
2009,9,26.1,230.9,1
2009,9,26.7,240.9,1
2009,9,28.2,289.2,1
2009,9,27.3,254.9,1
2009,9,28.2,285.2,1
2009,9,27.2,247.2,1
2009,9,28.4,276.3,1
2009,10,33.9,560.9,1
2009,10,33.5,566.2,1
2009,10,32.1,484.2,1
2009,10,33,500.8,1
2009,10,33,546.6,1
2009,10,33.8,612.2,1
2009,10,33,537,1
2009,10,33.2,546.5,1
2009,10,33.6,516.7,1
2009,10,35.1,634.4,1
2009,10,34,547,1
2009,10,34.6,596.3,1
2009,10,32.9,536.3,1
2009,10,33,494.5,1
2009,10,33,556.7,1
2009,10,33.1,518.1,1
2009,10,32.7,523.3,1
2009,10,35.3,622.8,1
2009,10,34.1,555.9,1
2009,10,34.1,546,1
2009,10,32,446.2,1
2009,10,33.2,524.6,1
2009,10,31.3,439.6,1
2009,10,31,425.4,1
2009,10,31.6,416.3,1
2009,10,33.2,531.1,1
2009,10,30.6,393,1
2009,10,31.3,423.6,1
2009,10,31.6,438.2,1
2009,10,32.2,462.4,1
2009,10,31.2,418.5,1
2009,10,31.7,461.5,1
2009,10,30.5,415.6,1
2009,10,33.4,461.4,1
2009,10,34.2,551.7,1
2009,10,29.4,354.1,1
2009,10,32.2,420.7,1
2009,10,33.7,525.5,1
2009,10,34.6,561,1
2009,10,28.7,307.7,1
2009,10,29.5,338.2,1
2009,10,29,309.3,1
2009,10,28.8,333.8,1
2009,10,27.1,264.8,1
2009,10,29.8,353.5,1
2009,10,30.3,367.3,1
2009,10,28.7,318.8,1
2009,10,29,314.5,1
2009,10,29.6,358.4,1
2009,10,29.1,333.4,1
2009,10,29.2,330.5,1
2009,10,28.8,355.5,1
2009,10,28.6,322.5,1
2009,10,29.8,364.5,1
2009,10,29.8,366.6,1
2009,10,29,282.3,1
2009,10,29,331,1
2009,10,26.2,263.3,1
2009,10,28.3,315.3,1
2009,11,34.5,577.8,1
2009,11,33.5,560.2,1
2009,11,32,506.5,1
2009,11,33.2,534,1
2009,11,33.6,643.3,1
2009,11,35.2,627.8,1
2009,11,33.1,548.9,1
2009,11,34,586,1
2009,11,33.1,538.1,1
2009,11,33.1,529,1
2009,11,33.8,565.8,1
2009,11,32.7,538.1,1
2009,11,32.8,543.4,1
2009,11,32.5,510.3,1
2009,11,33,538.9,1
2009,11,34.2,579.37,1
2009,11,34.5,619.2,1
2009,11,33.8,571.5,1
2009,11,33.5,545.8,1
2009,11,33.5,573,1
2009,11,33.5,580.4,1
2009,11,32.6,525.1,1
2009,11,31.5,468,1
2009,11,31.9,475.5,1
2009,11,30.9,426.2,1
2009,11,31.6,514.3,1
2009,11,30.4,380.3,1
2009,11,32,519.7,1
2009,11,31.2,402.4,1
2009,11,30.5,419.2,1
2009,11,30.7,383.3,1
2009,11,30.2,364.1,1
2009,11,32.3,498.2,1
2009,11,31.3,474.6,1
2009,11,30.8,396.5,1
2009,11,31.8,436.5,1
2009,11,30.3,383.8,1
2009,11,32.8,478.4,1
2009,11,31.8,461.8,1
2009,11,32.7,518.8,1
2009,11,33.1,501.1,1
2009,11,28.7,326.7,1
2009,11,30,350.7,1
2009,11,32.5,518.9,1
2009,11,32.5,512.6,1
2009,11,28.5,331.6,1
2009,11,28.5,322.5,1
2009,11,29.2,370.2,1
2009,11,28.1,314.8,1
2009,11,28.2,327.7,1
2009,11,29.6,340,1
2009,11,26.1,228,1
2009,11,29.4,344.5,1
2009,11,29.4,359.6,1
2009,11,28.3,316.4,1
2009,11,28.8,324.4,1
2009,11,29.6,339.2,1
2009,11,28.7,305,1
2009,11,25.5,206.8,1
2009,11,29.8,374,1
2009,11,27,268.6,1
2009,11,30.1,359.4,1
2009,11,29.1,343.1,1
2009,11,28.1,315.5,1
2009,11,32.6,543,1
2009,11,37.3,790.9,1
2009,11,35.5,684.8,1
2009,11,35.3,676.4,1
2009,11,39.2,865.5,1
2009,11,33.5,587.7,1
2009,11,34.2,607.8,1
2009,11,33.8,542.3,1
2009,11,33.5,558.2,1
2009,11,33.6,559.5,1
2009,11,34.2,594.6,1
2009,11,37.4,729.2,1
2009,11,34.6,594.4,1
2009,11,35.3,658.3,1
2009,11,32.6,490.4,1
2009,11,34.5,689.2,1
2009,11,34.9,556,1
2009,11,36.7,784.7,1
2009,11,37.5,770.8,1
2009,11,38.7,835.5,1
2009,11,34.6,581.2,1
2009,11,34.4,574,1
2009,11,33.4,548.7,1
2009,11,32.8,498.5,1
2009,11,32.9,472.6,1
2009,11,32.4,494.3,1
2009,11,32,453.7,1
2009,11,32.1,447.1,1
2009,11,30.9,426.2,1
2009,11,33.8,520.4,1
2009,11,31.6,476.1,1
2009,11,30.5,393.4,1
2009,11,30.8,405.5,1
2009,11,34.3,520.1,1
2009,11,32.5,531.2,1
2009,11,33.9,547.6,1
2009,11,34,600.5,1
2009,11,33.9,547.6,1
2009,11,33,507.4,1
2009,11,32.2,498.8,1
2009,11,32.5,477.8,1
2009,11,33,536,1
2009,11,33,511.1,1
2009,11,32.2,427.4,1
2009,11,33.6,540.6,1
2009,11,31,447.3,1
2009,11,33.9,515.5,1
2009,11,33.5,586.6,1
2009,11,29.8,353.4,1
2009,11,27.9,264.4,1
2009,11,29.3,351.3,1
2009,11,28.9,314.1,1
2009,11,30.6,363.5,1
2009,11,30.3,373.4,1
2009,11,29.9,351.2,1
2009,11,30.3,360.1,1
2009,11,29.1,306.4,1
2009,11,30.4,367.2,1
2009,11,28.9,296.6,1
2009,11,29.9,345.2,1
2009,11,29.8,345.9,1
2009,11,31.9,411.7,1
2009,11,29.9,347.8,1
2009,11,29.8,335,1
2009,11,29.6,372.1,1
2009,11,30.2,346.4,1
2009,11,30.3,382.6,1
2009,11,29.7,353.9,1
2009,11,29.3,322.8,1
2009,11,26.8,221.7,1
2009,11,28.5,272.1,1
2009,11,27.5,249.7,1
2009,11,28.6,305.2,1
2009,11,27.6,249.3,1
2009,11,27.1,239,1
