length(cm),weight(g)
29,322.2
29.1,320.2
30,329.5
30.3,352.2
30.5,397.7
30.2,337.6
30.3,344
28.9,320.1
27.7,265
32.1,391.6
31.4,406.8
28.7,321.8
33.4,540
33.8,580
33.8,540
34,580
33,500
34.6,540
34.9,520
37.4,720
32.9,460
34,500
33.1,480
35,620
34.3,520
35.9,600
35.1,520
33,480
36.3,600
34.9,560
35.1,560
33.7,460
34.2,540
33.6,520
33.4,460
31.7,420
35.5,520
34.6,540
34.5,500
33.7,480
33,500
33.9,500
30.5,400
33.6,460
34.3,520
34.1,520
32.5,460
33,480
34.2,480
32.8,500
34,440
32.8,460
33,480
32.7,460
33.1,440
32.4,420
32.5,440
33.3,460
32.8,440
32.6,420
32.9,460
34.2,480
33.2,460
32.6,440
33.3,440
32.4,460
32.9,440
32.5,460
32.6,440
33.9,480
32.8,460
32.6,460
34.1,480
31.5,340
32.4,400
31.5,420
35.2,500
34.1,480
32.3,400
31.9,420
34.5,500
31.8,420
32.8,460
32.9,500
31.5,400
35,500
31.8,420
33,460
31.4,340
35,500
33.3,500
33.8,460
33,480
33.2,500
32.8,460
31.1,440
32.9,420
34.1,500
34,540
31.9,440
32.9,420
33,440
31.5,360
32.2,360
33,400
31.4,360
31.7,420
31.6,380
31.4,360
31.8,360
31.6,380
31,380
31.2,400
31.6,380
31.3,320
30.2,320
31.7,400
30.6,380
32.7,400
29.5,320
31.2,420
30.6,380
32,440
32.4,440
30.9,380
32.3,420
32.4,420
31.6,380
30,300
31.6,360
31.4,400
31,420
35.7,380
35.3,300
34.8,360
35.6,420
32.8,260
33.4,260
35.1,400
35.4,220
32.9,260
36.6,420
33,280
36.3,500
32.5,280
34.4,400
35.4,440
33.5,340
35.1,320
33.7,360
33.7,360
34.1,360
32.4,340
34.8,340
34.9,400
35.4,320
33.5,300
37.8,580
34.3,380
35.1,380
35.7,380
33.6,320
33.2,480
33.6,500
34.6,500
33,440
33.9,440
30.3,380
31.4,440
32.9,460
31.9,480
32.2,460
31.8,420
32.5,420
31.7,400
34,480
31.6,420
30.9,360
32.1,400
32.4,440
31.3,400
32.1,440
32.8,480
33.2,460
33.6,440
34,500
32.1,440
32.1,460
32.4,440
32.6,480
33.7,480
31.4,420
30.2,160
30.2,120
32.9,200
33.7,220
32,220
29,80
32.2,240
32.9,260
31.3,260
30.7,220
32.5,220
32.7,260
30.8,200
31.3,160
31.4,240
31.8,200
31.4,180
31.6,220
31.8,200
32.3,260
32.1,220
30.1,160
30,180
31.6,220
32.9,260
34.6,320
32.9,260
32.8,260
32.5,240
31.4,200
27.8,220
27.8,220
26.6,220
26.2,220
28,280
28.9,300
28.8,260
25.9,200
27.6,240
26.8,220
27.4,220
27.4,240
26.4,200
24.9,160
27.2,220
27.9,240
25.4,180
28.6,280
26.3,220
27.1,220
27.7,220
26,220
26,180
29,260
27.8,240
27.4,200
24.8,160
25.1,180
26.2,180
26.4,220
33.4,600
37.8,760
35.7,640
36.9,680
38.6,780
37.1,760
35.3,620
36.6,660
35.5,600
34.3,580
34.7,580
37.2,700
35.8,660
37,780
35.9,660
35.2,620
35,580
36.6,740
36.6,660
34.8,580
36.2,700
35.1,600
37,740
37.6,760
37.9,720
35.4,580
35.8,560
35.4,580
35.2,600
35.4,640
35.1,620
35.5,620
36.4,640
34.7,720
33.9,560
34,540
35.4,660
33.9,620
35.1,560
36.4,640
33.8,560
33.3,520
33.8,540
34.8,600
34.4,540
34.6,620
35.1,600
35,580
35,600
35.1,600
33.2,540
33.7,580
35.4,600
35.4,620
36.8,700
35,580
34.3,580
34.6,540
34.6,520
34.2,480
33.5,520
32.8,440
32.1,440
33.4,480
33.2,480
33.4,500
32.6,460
33.6,480
33.4,480
33.8,500
33.2,460
33.1,460
32.9,440
31.5,460
32.8,440
32.1,440
33.2,480
33.6,460
33.2,460
31.6,400
33.7,480
33.1,440
32.6,440
32,400
32.9,420
32.3,420
33.1,460
32.2,460
32.3,400
31.1,380
31.5,400
31.5,420
32.7,460
30.9,340
31.9,640
33.4,460
32.5,480
32.3,440
32.6,460
33.2,440
33,460
32.6,420
32.1,420
32.8,440
32.1,420
32.2,420
32.6,400
32.4,420
31.2,420
32.4,460
32.7,420
31,400
32.6,420
33,440
31.7,400
32,420
32.4,440
32.6,440
27.1,200
26.3,200
25.9,180
25.4,180
26.8,200
25.7,160
24.7,180
25,180
26.1,200
27,220
24.6,180
25.8,180
27.1,200
25.3,180
24.6,180
25.6,160
25.6,180
26.2,200
26.7,200
24.9,160
25,180
25.5,160
23.4,120
26.5,200
26,200
25.7,180
24.8,160
26.6,200
26.4,200
26.5,200
36.7,634.3
34.6,570.2
34.8,584.2
35.5,642
36.1,645.2
34.6,636.7
35.4,606.3
36.6,731
35.5,648.6
36,721.6
36,637.5
35.2,624.7
36,643.3
34,623.2
37,689.7
35,653.2
36,676.7
35.3,639.8
39,793.7
34.2,559.8
34.8,666.1
35.7,691.9
35.1,620.8
35.6,689.1
36,648.6
37.8,857.3
34.8,618.1
36,709.8
33,520
34.1,570.4
34,546.7
33.1,499.5
31.4,450.7
32.4,501
34.2,550.6
33.5,51.8
32,459.8
34.4,576
35,596.2
34.6,544.4
34.5,531.8
33.7,550
33.2,510
31.2,473.1
33,492.2
33.8,524.5
33.1,494
32.6,481.8
33.5,473.1
34,529.5
32.4,449.5
34,525.2
33.8,550
36,587.1
33.5,493.6
33.5,512.5
34.5,550.2
33.3,493.6
31.3,413.4
32,443.9
31,447.2
33.7,490.5
31.9,407.6
31.5,392.3
32.5,488.4
29.8,350.8
31.9,420.7
31.3,417.5
32.7,449.9
30.6,396.7
30.5,361.6
31.5,410.7
32.2,441.3
31.8,420.6
30.1,351
33.3,481.8
32.1,440.4
31.5,405
30.8,434.1
33.6,470.7
32.3,454.6
32,390.7
31.8,422.2
32.6,450.5
31.5,443.7
31.5,421.4
30.2,350
28.5,300
31.4,350.2
29.5,325.2
29,304.4
29.3,328.2
29,314.6
30,366.5
29.8,354.7
29.8,362.4
29,303.8
27.5,244.8
28.3,298.7
27.4,256.1
30.6,370.2
29,339.3
30.2,360.6
27.4,270.2
28.2,284.4
27.2,260.4
27.7,287.6
27.8,259.4
28.5,297.9
27.8,274.2
30.3,354.3
27.2,227.9
28.6,315.5
28.4,300
26.8,230.8
28.3,325.5
30.4,361.5
36,620
37.5,720
36.1,640
35.6,600
37.2,680
35,540
35.8,660
36.3,660
35.4,600
35.1,540
34.9,580
36.7,620
35.5,640
34.8,560
34.4,560
37,620
34,560
35.2,620
37.5,780
36.6,580
35.4,620
35.6,620
35.5,600
36.1,560
36.2,580
35,580
35.2,520
33.7,500
33.7,520
35,520
33.1,420
33.9,460
33.5,440
33.6,500
35.1,540
33.6,480
32.7,420
34.1,520
35.8,560
33.2,460
33.4,480
33.6,440
34.6,520
33.7,500
34.6,500
35.4,540
34.1,460
34.7,540
33.2,500
34.5,500
33.8,500
34.9,540
32.2,420
34.4,540
34.5,460
34.6,560
33.6,440
30.8,360
31.9,420
32.2,400
31.6,380
31.2,380
31.5,460
33.1,500
32.7,500
30.6,400
31.4,420
33.5,460
31.1,420
32.7,460
31.5,400
31.8,440
33.3,460
31.9,460
32.2,420
34,480
33,440
30.8,380
29.7,320
31.2,340
32.1,500
31.8,420
29.5,380
32.5,440
33.1,440
32.8,480
28.6,280
28,260
29,280
27,200
27.6,240
29.2,320
30.3,360
28.5,300
29.2,300
28.6,300
27.7,300
27.7,260
27.1,200
30.7,220
27.8,260
28.9,280
28.2,240
27.2,200
27.3,220
26.5,200
27.9,260
28.5,280
28.4,240
26.9,200
27.7,220
28.5,260
28.7,260
28.2,240
30.4,300
27.7,220
36.6,500
37.3,480
36.7,480
35.8,480
36.2,500
37,460
36.1,500
35.2,440
35.2,440
37.5,560
40.5,760
34.4,420
38.4,600
37.6,580
42.8,900
38.4,520
37.5,660
36.7,460
36.6,480
35.6,480
36.7,500
36.8,520
35.4,480
35.6,480
34.8,460
36.9,560
35.6,480
35.7,480
35.2,460
35.1,400
36.3,410
35.7,420
34.7,440
33.9,360
33.5,340
33.8,360
34.2,400
36.9,420
36.3,420
36.5,480
35.8,400
35,360
34.7,400
34.5,400
35.2,380
36.9,480
34.1,400
35.1,340
36,400
34,360
36.8,400
35.4,360
33.8,400
33.9,400
35.6,380
34.7,380
34.2,340
32.5,440
32.8,440
35.4,320
32.3,300
33.3,300
32,240
34.2,340
35.1,340
32.8,300
34.1,340
34.5,340
33.8,340
33.7,320
33.8,320
32,320
33.1,260
34,340
35.5,360
32.3,280
32.5,440
32,440
34.8,500
31.4,420
32,460
35.3,520
33.1,460
34.7,500
35.1,560
31.2,440
37.6,500
27.7,240
26.4,200
25.3,180
26.6,200
29.2,240
26.9,200
28.1,240
26.6,200
20.5,200
25.6,180
26.3,240
26.2,200
26.6,220
24.3,200
26.4,180
23.3,180
27,200
25,180
25.5,180
26.7,200
23.7,160
26.6,220
27,220
26.5,220
27.2,240
26.2,200
25.2,180
25,180
29.2,280
26.6,200
34.8,580
33,540
37.1,600
36.4,600
35,620
35.3,620
36,700
33.5,540
36.8,700
35.9,600
36.7,640
36.1,660
36.3,640
36.1,640
35.1,640
35.7,600
36.5,640
36.8,640
35.2,580
34.6,560
36.7,620
36.7,700
37.4,780
34.1,560
33.9,520
37.8,740
35.2,600
37.1,700
33.8,520
34.5,580
33.5,460
35.5,560
32.5,460
35.7,540
32.6,400
33.9,500
35,520
33.3,460
33.8,500
33.6,460
33.6,480
34,480
33.3,460
35.2,540
33.8,480
33.4,520
34.1,500
33.7,480
34.6,500
34.5,520
33.3,540
34,500
32.9,440
31.6,400
34.1,500
33.6,520
32.9,420
32.2,420
34.7,520
35.6,520
30.6,360
31.6,360
29.7,300
30.1,340
33.4,420
31.7,380
31.3,360
32.8,400
29.3,280
31.8,400
31.2,380
30.3,340
30.6,340
31.5,360
30.8,360
33,420
31.3,400
29.4,320
31.7,400
30.7,360
30.7,340
31.1,360
32.2,380
31.1,360
30.6,340
30.6,360
31.8,400
31.3,360
33.1,440
30.2,300
27.3,240
27.3,220
25.5,180
26.3,180
27.1,220
26,180
26,180
27.4,240
25.1,160
24.4,140
26.7,200
25.3,160
28.5,260
27.6,220
25.9,200
27.9,240
26.9,220
27.2,220
26.1,200
26.2,220
27.5,220
25.1,180
27.2,220
25.9,200
27,200
26.9,200
28.8,260
25.1,160
27.6,240
27.4,220
36.4,560
38.5,640
37,580
36.1,600
33.8,500
35.9,580
35.3,520
37,580
35.9,560
37.2,680
36.4,600
35.1,520
37.3,600
36.5,580
35.6,600
34.9,540
37.1,600
35.9,560
35.9,520
36.2,600
36.4,600
38.4,620
37,640
36.3,580
37.2,680
35.6,580
38,700
36.4,540
35,540
35.4,500
33.9,420
34.6,540
35.5,500
33.3,420
37.2,600
34.1,460
36.7,580
33.9,440
34.7,540
34.6,440
34.6,480
35,460
36.2,540
34.8,500
33.8,460
34.5,460
35.1,520
34.4,520
33.8,420
33.5,420
34.9,480
34.2,440
35,560
35.1,480
35.2,540
34.3,500
34.4,480
34.6,520
33.4,400
30.5,300
33,360
31.7,340
31.8,320
31.7,340
31.2,280
32.6,340
34,380
32.1,380
31.5,360
32.5,340
32.8,320
31.9,360
32,320
33.9,340
33,300
31.7,340
32.5,340
30.4,320
32.3,360
31.6,320
31.7,340
31.6,340
32.3,320
31.1,320
34.3,380
32.3,340
32,340
31.8,360
26.6,140
26.6,160
25.9,140
25.5,140
27.6,220
27.8,200
27.2,200
27.8,200
27.4,180
24.3,140
26.7,180
27.7,180
25.5,180
25.5,140
28.6,220
27.3,200
26.9,180
26,160
27.2,160
27.3,160
27.6,180
25.1,100
27,200
27.4,180
26,180
26.2,140
27.2,160
25.8,140
26.6,160
29,240
36.6,655.45
36.9,650.18
36.7,705.67
35.3,612.31
37.4,622.14
36.8,580.62
37,668.05
37.2,751.02
39,823.47
39.2,799.46
37.8,707.63
35.6,588.55
37.2,709.6
36.4,635.3
36.2,588.56
35.7,633.07
35.6,612.69
34.2,564.92
36.9,690.78
35.8,609.45
36.6,622.09
35,522.15
35.2,569.31
36.9,652.34
37.1,702.75
37.2,686
34.4,550.58
35.9,556.66
35.4,567.42
34.2,552.66
36.8,619.54
36.9,568.07
35,512.05
34.9,533.3
35.5,564.85
35.1,594.4
34.6,527.39
35.9,593.03
34.2,489.43
36,628.44
37.2,664.22
32.9,482.63
34.9,613.3
34.4,495.18
35.2,552.47
35.2,568.36
33.9,475.17
36.1,549.74
33.6,514.79
35.8,530.97
34.4,520.6
35.7,566.25
34.7,561.48
34.5,509.98
34.7,538.23
35.8,551.81
33.6,419.01
31.9,386.69
31.5,354.05
32.3,366.49
33.7,419.11
34.3,470.47
32.4,402.99
33.8,430.29
31.7,356.57
31.6,353.66
32.6,396.27
33.1,428.87
33.4,459.31
33.1,405.14
34.4,505.09
33,423.4
33,447.56
33.2,417.62
33.3,424.12
31.2,377.47
33,403.36
32.3,414.26
32.4,413.45
32,381.76
32,393.82
33.3,416.95
34.2,463.61
32.7,394.42
33.6,477.01
31.7,387.78
30,306.78
31,368.49
32.3,371.52
29.1,284.36
29.2,294.62
31.9,354.7
31.4,336.48
29.2,276.4
31.8,361.01
31.7,342.1
30.4,321.05
33,408.97
31,342.6
30.2,291.15
28.1,249.83
29,264.84
28.1,241.35
28.2,239.76
29.7,285.64
32,383.27
28.6,281.55
28.2,264.78
27.8,241.32
27.3,226.51
31.2,321.04
29.1,246.54
29,244.68
28.8,256.81
29.7,279.18
30.1,332.57
41.2,984.05
40.2,858.46
43.3,1068.61
41.8,892.93
40.4,979.92
42.9,1053.67
41.2,860.19
39.1,845.27
42.6,1119.77
41.5,943.39
43.9,956.51
40,874.66
39.9,862.9
38.3,878.86
40.7,982.49
40.3,826.94
36.9,610.49
38.8,813.47
37.6,743.1
38.1,651.89
37.6,704.65
36.2,643.36
38.4,842.58
38.4,738.43
38.9,766.76
39,909.93
35.8,641.35
38.1,698.23
38.6,699.09
36.4,621.33
39.9,804.87
36.1,619.46
35.5,615.66
37.7,744.95
37.5,712.08
39.6,767.73
35.6,600.06
38,645.91
35.5,513.03
32.6,400.97
34.2,474.41
34,420.2
33.2,405.8
34.5,508.07
35.2,495.8
31.6,387.62
35,486.29
33.5,408.33
32,383.37
35.4,512.86
34.4,482.94
33.2,446.72
34,438.96
34,458.45
33.4,436.14
34.7,498.48
34.5,474.6
32,378.73
35.4,497.7
32.8,459.22
34.6,430.11
39.6,453.7
31.7,373.23
33,416.37
35.1,523.4
32.5,410.02
32.5,405.94
32.9,388.33
26.7,190.53
29,273.86
30.2,289.01
27.9,220.43
26.1,187.63
28.9,278.85
29,256.85
27.5,211.88
32,314.89
27.6,234.68
29.2,278.66
30.1,264.98
29.5,248.03
26.6,194.66
28,238.49
28.3,235.99
27.6,216.01
28.6,244.18
28.2,222.33
32.8,393.13
29.8,262.63
32.7,388.79
28.8,260.57
28.2,235.47
26.9,189.99
27.8,197.7
27.7,212.3
28.3,221.57
28.3,252.47
28.1,234.56
36.1,671.4
36.1,575.65
37.5,668.05
38.4,784.46
39.9,915.41
37.6,705.99
38.8,764.64
36.6,670.31
36.3,617.67
37.5,598.6
36.8,607.69
36.1,609.36
34.4,502.74
35.9,564.31
33.6,509.01
39.7,798.32
35.8,593.95
38.9,781.5
36.4,616.46
36.4,609.17
36.8,674.54
36.7,578.2
37.6,702.24
36,619.82
36.9,612.88
37.2,683.83
35,542.36
36.8,642.64
35,596
37.4,621.37
33.4,431.64
35.2,569.4
35.4,604.69
31.3,365.66
34.8,495.79
35,569.73
35.9,542.37
35,531.12
34.5,518.71
35.3,518.28
36.7,642.4
35.8,510.86
35.6,589.19
35,565.07
35.9,528.78
35.6,546.7
35.2,543.08
34.6,503.62
34.6,507.05
35.8,526.61
32.5,458.53
35.9,526.32
33.7,473.46
35.7,540.31
31.7,402.83
35.1,516.6
35.2,594.6
33.9,501.82
35.4,551.88
35.4,552.64
36.2,590.74
29.9,292.79
31,332.4
29.6,300.66
30,277.1
30.3,280.94
29.1,253.55
29.1,287.26
30.2,274.88
30,331.81
28.8,266.88
31.5,347.23
30,259.93
32,344.97
30.4,301.08
30.7,332.62
29.2,295.22
30,287.25
29.3,277.51
30.4,310.23
30.6,324.9
32.2,358.27
30.6,356.92
28.5,267.75
30.6,287.66
29.8,325.34
29.9,266.9
30.2,298.52
30.9,307.18
30.8,325.39
28.8,296.97
29.8,264.54
28.6,267.89
29.6,236.79
30.8,272.37
28.9,245.38
26.7,202.18
28.1,199.28
29.6,277.47
29.2,261.52
27.8,230.02
26.3,204.28
28.2,227.65
27.4,195.23
27.8,231.48
26.2,176.1
29.1,263.78
29.9,268.88
27.1,187.8
27.9,213.58
28,238.23
28.4,230.83
29.8,257.11
26.4,182.43
28.5,237.92
27.7,216.98
28,231.3
29.5,253.28
28.2,224.15
28.4,224.86
27.8,222.23
43.8,1380.79
43,1153.07
45.5,1465.54
41.7,1120.89
42.1,1094.83
43.1,1419.98
43,1200.96
41.1,988.42
43.3,1300.42
46,1438.62
41.2,1086.85
40.3,1026.09
40.5,1012.56
43.8,1246.59
40.3,1075.98
40.9,1096.4
39.8,950.99
39.9,1011
39.7,880.96
40.6,991.39
40.9,919.2
38.7,790.71
39.6,951.78
39,970.3
38.6,855.51
43.4,1119.76
42.1,988.99
39,858.6
40.6,977.35
42,1139.49
39.5,857.64
37.3,848.88
38.3,816.49
39.8,917.26
39,895.23
37.7,846.44
40.3,811.74
37.1,818.01
37.5,787.49
38.9,732.87
37.9,733.16
35.4,657.89
36,667.52
36.9,676.08
34.3,574.95
37,756.17
33.3,549.16
38.6,802.95
35,693.32
35.8,668.52
34.4,581.32
37.1,679.71
33.8,613.29
37.7,726.49
36.3,618.21
34.6,569.98
36,595.67
34.5,574.21
35.3,619.4
35.1,597.49
34.3,553.81
35.7,652.28
36.4,710.36
35.7,583.21
34.1,541.8
36.2,653
39,780.02
34.1,562.04
33.6,536.47
35.7,627.05
32.4,463.1
31.5,420.41
31.6,421.32
31.7,430.94
32.4,450.2
32.3,483.2
32.8,463.15
32.7,482.11
32.2,461.32
30.3,376.73
31.7,456.12
31.8,409.79
31.4,421.6
33.8,525.47
31.2,440.95
32.2,440.89
32.3,458.08
31.2,427.37
32.2,481.08
31,406.76
30.4,374.8
32.8,481.73
32.6,447.01
31.7,449.3
30.7,394.29
33.6,514.39
33.1,502.6
31.5,464.76
32.3,436.09
31,376.89
29.8,303.76
29,287.15
29.8,277.58
28.6,278.01
28.6,267.85
27.7,243.72
28.1,263.56
29.1,283.27
28.6,268.1
27.4,268.85
27.3,218
28.9,259.29
28.9,276.74
27.9,259.64
28.5,289.91
29.3,278.02
28.7,274.35
27.4,232.49
27.6,222.51
28.7,283.7
27.2,252.84
28.8,265.63
29.2,329.35
28.2,254.57
27,233.02
26.9,234.85
28.5,276.07
28.1,248.76
29.5,269.57
28,254.07
40.9,952.56
38.8,721.24
39.4,878.08
38.1,744.28
36.8,683.54
36.2,678.15
37.1,768.82
36.5,676.47
37.3,729.96
38.5,723.82
37,681.2
37.4,700.96
35.9,690.78
37.9,772.72
36.7,733.36
38,735.08
37.3,670.89
39.1,815.71
41.6,1044.82
35.6,677.21
36,610.75
37.4,749.22
35,613.23
34.6,539.32
34.1,548.56
34.4,575.92
34.4,537.71
34.8,596.62
35.6,628.74
35.5,564.24
35.1,581.55
35.3,576.12
34.7,566.27
35.4,604.64
33.4,513.54
34.4,586.06
36.1,583.23
34,537.2
34.3,531.85
33.4,485.45
34,603.23
34.3,559.68
34.4,610.11
33.9,492.17
35.6,609.81
34.8,585.31
35.2,579.93
32.6,506.54
35.3,644.19
34.6,568.17
35.8,588.65
34,487.64
34.7,480.42
33.7,559.39
25,177.44
23.4,146.52
26.3,184.97
23.2,136.02
25.3,174.03
27.2,201.16
24.9,162.66
25.8,187.61
26.7,189.8
26.3,212.26
29,239.23
24.9,163.16
27.1,208.2
25.8,172.23
25.1,170
26,182.05
25.4,189.11
25.4,185.64
26.8,233.17
26,193.05
25.7,185.26
25.4,178.62
25.8,179.41
24.8,176.97
24.2,147.25
25,160.7
24.5,159.09
24,143.51
24.1,159.12
24.8,171.93
34.2,547.04
35.3,615.06
32.2,469.41
34.9,506.84
32.6,456.21
33.3,487.13
31.4,414.17
31.8,396.05
31.4,417.36
31.5,450.66
30.8,398.55
33.3,457.1
32.3,437.37
31.4,410.69
33.7,477.29
31.9,484.82
32.5,435.6
33.1,469.06
33.1,495.98
32,453.45
30.8,430.44
31.8,415.91
33.2,464.25
31.3,425.43
31.6,410.56
30.8,408.84
33.2,461.51
31.2,420.97
32.7,460.5
31.2,415.27
34.4,527.95
34.6,554.24
33.5,512.51
32.9,481.78
32.2,451.73
34.7,541.44
32.4,448.81
31.3,431.17
32,446.06
31.8,415.94
33,481.7
34.4,489.76
33.2,440.93
31.8,426.05
30.8,409.13
33.2,506.85
32.2,463.23
36,574.82
30.8,432.43
32.7,475.96
31.1,388.13
32.7,439.31
32.8,482.34
34.5,527.19
31.3,408.86
33.6,463.93
30.4,385.67
32.9,435.93
32.1,455.7
29.5,316.52
30.5,367.61
29.9,360.86
32.4,419.79
29.7,336.77
32.4,453.91
32.3,425.33
30.7,363.58
29.4,306.52
30.6,369.84
31.3,351.25
30.7,358.75
31.4,375.06
31.1,376.29
30.9,404.49
31.6,407.08
30.9,352.77
29.4,333.5
31.8,403.66
30.9,375.46
32,420.66
30.2,370.21
31.9,372.88
31.3,418.92
30.8,371.35
30.2,337.24
30.2,380.74
32.9,460.6
30.8,365.62
30.9,371.36
31.3,381.12
29.8,301.44
29.7,320.3
29.2,296.03
29.8,327.63
29.6,271.52
29.2,299.57
29,297.59
30.6,325.87
29.9,282.51
29.4,265.21
31,363.69
30,327.13
29.1,279.91
31.8,386.17
29.1,298.65
29.5,304.67
30.3,316.51
32.1,367.15
29.2,304.63
29.8,321.67
30.5,337.69
28.9,300.69
32.5,447.87
28.9,296.66
26.5,216.74
29.8,319.51
26.8,226.58
29,310.9
30.8,422.03
29.6,302.24
34.6,575.02
34.7,531.71
35.4,548.48
35.1,619.02
34.8,577.62
33.3,504.19
35.2,610.87
34.9,554.31
35.4,573.04
36.1,648.14
34.7,507.43
34.5,563.89
35.1,540.09
34.4,547.34
34.7,537.75
34.2,517.69
33.8,523.83
36,607.24
36.6,639.88
35.8,546.15
34.8,526.08
34.4,499.12
33.9,510.97
35.7,575.42
34.9,546.08
34,536.3
34.9,560.5
35,578.24
34.1,545.11
34.3,531.72
33,454.46
32.8,475.01
32.7,431.1
33.1,446.71
33,443.17
32.6,433.91
33.7,454.44
33.6,486.21
33.2,438.22
34.3,452.58
33.8,480.76
32.8,462.39
33.2,471.1
32,449.41
32.8,460.65
32.4,418.5
33.6,446.39
32.5,453.77
32.1,460.83
33,474.36
32.4,437.54
31.9,404.64
34.2,532.06
32.6,447.33
32,463.2
33,459.63
32.2,433.8
32.4,446.64
32.3,437.84
33.5,465.15
32,408.03
32.2,395.15
30.4,341.27
31,370.17
30.1,408.89
31.4,365.73
32.8,426.02
32.9,421.41
31.1,376.07
32.1,406.22
32.5,449.2
30.4,383.02
31.8,402.64
31.8,382.14
31.8,385.69
30.9,379.77
30.8,412.06
30.8,344.35
32.4,435.57
31.9,386.02
31.7,398.99
30.7,375.03
32.8,398.22
31.3,380.7
33.2,434.65
30.4,382.85
31.7,384.7
33.1,434.24
32,400.7
31.1,367.9
26.3,221.82
25.4,196.06
26.1,205.21
27,232.27
26.2,212.19
27.5,244.78
28.1,271.01
28.3,255.3
27.4,240.36
27.2,234.01
25.8,193.73
25.2,195.89
26.9,237.96
28.7,272.49
26,200.47
26,196.54
27.1,260.75
27,235.74
25.8,223.68
30.2,324.02
27,237.49
26.6,232.72
26.4,205.89
26.8,227.18
27.4,236.48
26.7,215.55
26.5,208.23
26.4,207.27
25.7,192.51
26.8,222.78
34,550.85
34.8,561.7
33.9,551.32
34.5,547.68
35.5,602.05
34.6,601.26
35.7,616.42
35.1,551.43
35.5,596.41
35.4,568.14
34.7,574.67
34.1,562.64
35,546.22
34.7,559.81
35.1,582.97
35.7,597.82
33.9,578.08
35.6,592.85
37.2,668.3
36.4,590.5
35.4,596.98
35.1,593.72
35.2,569.07
35.1,599.35
35.5,583.16
34.7,581.93
36.5,587.75
35.5,563.77
34.5,563.92
36.5,682.61
33.1,446.27
33.4,422.65
33.3,494.71
31.8,428.39
33.9,486.98
33.4,426.63
33.8,418.27
33,460.67
31.9,406
31.3,393.41
30.4,367.16
33.8,515.73
31.8,395
32.9,411.24
34,482.94
33.9,491
31.2,438.15
32.8,425.18
32.4,420.46
34.9,530.91
32.3,447.27
33.9,505.34
34.4,494.08
30.7,412.49
31.6,435.46
32.8,476.76
32,405.57
33.2,465.18
34.5,494.57
33.8,523.54
31.4,379.5
31.5,363.83
30.6,372.88
32.5,403.38
32,408.88
31.7,433.72
28.9,305.44
29.5,316.33
30.8,378.81
30.5,389.08
30.4,349.03
32.2,393.11
31,388.77
32,387.77
31.4,388.81
31.2,383.93
31.9,408.84
31.6,367.53
31.3,387.19
31.6,386.8
31.1,369.54
32.3,397.84
32.2,374.11
31.9,377.1
31.6,363.29
32.1,381.96
31.2,399.33
30.9,345.23
31.2,367.07
31.6,390.56
26.7,218.98
26.3,219.04
26.8,229.83
27.1,237.76
26,210.31
23.7,152.9
24.4,180.62
24.8,185.8
25.4,191.4
26,199.58
25.9,187.71
25.4,188.88
25.2,200.12
26.1,208.4
26.6,218.19
26.4,211.42
25.9,203.93
26.9,212.74
26.8,227.35
26.4,217.69
25.6,187.09
26.5,212.6
26.1,213.89
26.4,218.44
25.1,180.15
25.2,190.28
25.5,202.7
25.1,191.24
26.1,183.33
24.7,153.82
35.5,593.28
33.5,567.9
34.1,569.24
34.4,573.08
33.7,510.98
34,595.55
33.8,504.18
34,519.6
38.6,767.57
34.5,575
34.1,499.91
34.6,624.6
34.7,593.91
35.7,640.12
33,537.04
35,555.78
33.9,569.37
34.7,508.36
33.6,545.08
36.8,638.46
34.2,542.22
34.9,582.69
34.3,598.68
35.3,552.81
35.2,592.95
33.4,508.13
31.9,464.79
34.3,586.34
36.8,580.17
37,567.33
31.2,370.88
32.5,487.31
32.2,417.33
34,513.81
31.9,430.44
32.9,456.41
32.6,422.61
33.2,462.4
31.6,418.34
32,418.97
31.7,412.92
33.4,456.07
34.3,503.5
32.8,461.6
33.4,481.07
33.5,482.56
31.8,442.77
34.7,561.57
34.2,492.66
32.7,451.73
34.8,513.57
32.8,471.1
33,448.21
31.9,414.01
32.3,487.32
32.5,428.52
34.3,520.34
33.3,469.55
33.6,452.87
33.7,466.77
33.2,436.52
32.4,397.4
33.4,431.62
32.3,459.99
33.2,452.72
33.3,422.7
32.5,418.88
31.9,407.12
33.8,471.16
32.4,446.83
32,410.36
32.4,422.51
32.2,404.01
32,425.35
33.1,450.83
32.3,454.73
31.3,406.33
32.5,476.97
32.7,404.74
31.5,418.31
33,457.33
32.8,406.35
30.8,351.77
33.1,449.91
31.8,409.07
32.9,416.17
32.2,430.49
33.8,458.33
32,441.95
31.4,350.3
26.7,231.51
26,222.26
28,259.69
26.9,215.24
28.1,304.21
31,370.78
27.1,228.59
28.9,258.76
27,222.46
31.8,416.81
26.8,254.17
27.7,268.53
27.8,268.42
28.8,279.93
26,217.55
26.9,218.47
28.1,248.92
27,244.7
28.3,244.02
27.9,228.85
28.6,238.24
26.1,228.78
26.9,234.85
29.2,294.26
26.2,230.51
27,228.04
27.9,272.22
29.9,318.84
28.2,236.32
26.9,221.71
36.2,680
35.8,672.4
36.8,681.08
34.5,559.81
36.6,679.44
36.2,692.27
35.8,696.72
35.6,633.84
37.4,684.46
32.9,557.87
33.8,574.4
33.6,562.12
34.2,557.87
35.4,610.84
